Row,Tip B,Root B,Span B,Sweep B,Body Length B,Body Diameter B+S,Tip S,Root S,Span S,Sweep S,Body Length S,Mach Number,S Power Off,S Power On,B+S Power Off,B+S Power On,CP S,CP B+S
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.9,0.384021654208493,0.356470258791516,2.59697337517905,2.56942197976207,163.7303334956034348594329215,286.14323104017986687879027808
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.0,0.379480546767127,0.353143920744493,2.58946502941454,2.5631284033919,162.51355946766519866400591382,285.17724076294141680239673749
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.1,0.375483984062824,0.350184194463723,2.58285393447778,2.55755414487868,161.4377961520699044758596389,284.31564746232989823912610988
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.2,0.370702358410684,0.346602107105796,2.57494907154817,2.55084882024328,160.15029088841087445262596458,283.26441307770858592127527126
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.3,0.366441109423211,0.343371040375186,2.56869192858492,2.5456218595369,159.00614063037404369147763256,282.31073388068938969624072589
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.4,0.362308330144506,0.340214920454424,2.56374944516448,2.5416560354744,157.88726319722902894104720518,281.35901696758601381243747261
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.5,0.358801641521919,0.337634847942858,2.55942427211739,2.53825747853833,156.79391794975865903808584268,280.40957226828282352452339409
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.6,0.355316341728361,0.335029329411151,2.55511509640406,2.53482808408685,155.72610569055543968637981354,279.46256160030006740238505091
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.7,0.35184186253237,0.33239075822756,2.55081418058752,2.53136307628271,154.68399614214723601021969656,278.51812269657386808470770589
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.8,0.34836759320363,0.329711260441698,2.54651347744552,2.52785714468359,153.66748976724657216781190058,277.5764514903249486100671992
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,5.9,0.34488285351464,0.326982687561871,2.54220441021036,2.5243042442576,152.67674592856096982550152836,276.63774702041534306183676426
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,6.0,0.341376939986395,0.324196680616366,2.53787808283874,2.5206978234687,151.71160597268618753839923764,275.70221780390000887224953876
