Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
29.92049,S,20.16037,2.862072,0,0.6993949,0,0,65.07144,121.1493,0,62.43931,93.86356,5.09307,-91.8802619655322,-91.8802619649032,-0.000339993209783952,2769.71993777703,2769.71993773238,0.0157267725051715,89.99967,89.99967,52197.27,0.2570363
29.93049,S,20.17037,2.861123,0,0.6994678,0,0,65.07144,120.9213,0,62.43931,93.86873,5.093909,-91.7675167971858,-91.7675167965582,-0.000339392746210175,2768.80226262957,2768.80226258493,0.0157233785777853,89.99967,89.99967,52224.95,0.2571935
29.94049,S,20.18037,2.860175,0,0.6995404,0,0,65.07144,120.6939,0,62.43931,93.87389,5.094746,-91.6550080606024,-91.6550080599762,-0.000338793491506466,2767.88571256946,2767.88571252482,0.015719990642946,89.99967,89.99967,52252.63,0.2573507
29.95049,S,20.19037,2.859228,0,0.699613,0,0,65.07144,120.4669,0,62.43931,93.87913,5.095594,-91.5427665515155,-91.5427665508908,-0.000338195608623963,2766.97028492441,2766.97028487977,0.0157166086869354,89.99967,89.99967,52280.3,0.2575079
29.96049,S,20.20037,2.858282,0,0.6996855,0,0,65.07144,120.2405,0,62.43931,93.88428,5.096429,-91.4307753819425,-91.4307753813192,-0.000337599101352227,2766.05597719102,2766.05597714639,0.0157132326959973,89.99967,89.99967,52307.96,0.257665
29.9705,S,20.21037,2.857338,0,0.6997578,0,0,65.07144,120.0146,0,62.43931,93.8895,5.097276,-91.3190653476168,-91.319065346995,-0.000337004007586872,2765.14278655796,2765.14278651333,0.0157098626559968,89.99967,89.99967,52335.61,0.2578222
29.9805,S,20.22037,2.856395,0,0.69983,0,0,65.07144,119.7893,0,62.43931,93.89465,5.098109,-91.2076205539663,-91.2076205533459,-0.000336410187114128,2764.2307103728,2764.23071032818,0.0157064985542008,89.99967,89.99967,52363.25,0.2579792
29.9905,S,20.23037,2.855452,0,0.6999021,0,0,65.07144,119.5645,0,62.43931,93.89978,5.098941,-91.0964459680449,-91.0964459674259,-0.000335817901413727,2763.31974593349,2763.31974588887,0.0157031403752617,89.99967,89.99967,52390.89,0.2581363
30.0005,S,20.24037,2.854511,0,0.6999742,0,0,65.07144,119.3401,0,62.43931,93.90498,5.099785,-90.9854829786171,-90.9854829779996,-0.000335226703317432,2762.40989112404,2762.40989107943,0.0156997881083035,89.99967,89.99967,52418.51,0.2582933
30.0105,S,20.25037,2.853571,0,0.700046,0,0,65.07144,119.1163,0,62.43931,93.91011,5.100616,-90.8747911903292,-90.8747911897131,-0.00033463689977971,2761.50114323246,2761.50114318785,0.0156964417393805,89.99967,89.99967,52446.12,0.2584503
30.0205,S,20.26037,2.852633,0,0.7001178,0,0,65.07144,118.8931,0,62.43931,93.91522,5.101444,-90.7643874911641,-90.7643874905494,-0.000334048577960473,2760.59349937784,2760.59349933323,0.0156931012536756,89.99967,89.99967,52473.73,0.2586072
30.0305,S,20.27037,2.851695,0,0.7001895,0,0,65.07144,118.6703,0,62.43931,93.92042,5.102286,-90.6542152567081,-90.6542152560948,-0.000333461506696479,2759.68695724553,2759.68695720093,0.0156897666386832,89.99967,89.99967,52501.33,0.2587641
30.0405,S,20.28037,2.850759,0,0.7002611,0,0,65.07144,118.4481,0,62.43931,93.92553,5.103115,-90.5442943551765,-90.5442943545646,-0.000332875572300888,2758.78151432222,2758.78151427762,0.0156864378830346,89.99967,89.99967,52528.91,0.258921
30.0505,S,20.29037,2.849823,0,0.7003325,0,0,65.07144,118.2264,0,62.43931,93.9307,5.103953,-90.4346496218385,-90.434649621228,-0.000332291218152376,2757.87716784621,2757.87716780162,0.0156831149709274,89.99967,89.99967,52556.49,0.2590779
30.0605,S,20.30037,2.848889,0,0.7004038,0,0,65.07144,118.0052,0,62.43931,93.9358,5.104779,-90.3252482741388,-90.3252482735297,-0.000331708057715687,2756.97391538366,2756.97391533907,0.0156797978904244,89.99967,89.99967,52584.06,0.2592347
30.0705,S,20.31037,2.847956,0,0.7004751,0,0,65.07144,117.7845,0,62.43931,93.94088,5.105603,-90.2161062066497,-90.216106206042,-0.000331126272889765,2756.07175434175,2756.07175429717,0.0156764866277695,89.99967,89.99967,52611.62,0.2593915
30.0805,S,20.32037,2.847024,0,0.7005463,0,0,65.07144,117.5643,0,62.43931,93.94604,5.106439,-90.1072174589065,-90.1072174583002,-0.000330545837147681,2755.17068218731,2755.17068214273,0.0156731811694719,89.99967,89.99967,52639.18,0.2595482
30.0905,S,20.33037,2.846093,0,0.7006173,0,0,65.07144,117.3446,0,62.43931,93.95112,5.107262,-89.9985373274247,-89.9985373268198,-0.000329966413218476,2754.27069683416,2754.27069678958,0.0156698815054135,89.99967,89.99967,52666.72,0.2597049
30.1005,S,20.34037,2.845164,0,0.7006881,0,0,65.07144,117.1255,0,62.43931,93.95627,5.108097,-89.8901681335134,-89.8901681329099,-0.000329388687012751,2753.37179517291,2753.37179512834,0.015666587618617,89.99967,89.99967,52694.25,0.2598616
30.1105,S,20.35037,2.844235,0,0.700759,0,0,65.07144,116.9068,0,62.43931,93.96134,5.108919,-89.7820274240789,-89.7820274234768,-0.000328812033252887,2752.47397491874,2752.47397487417,0.015663299498358,89.99967,89.99967,52721.78,0.2600183
30.1205,S,20.36037,2.843307,0,0.7008297,0,0,65.07144,116.6887,0,62.43931,93.9664,5.109739,-89.6741142057104,-89.6741142051096,-0.000328236618679581,2751.57723379672,2751.57723375216,0.0156600171322446,89.99967,89.99967,52749.29,0.2601749
30.1305,S,20.37037,2.842381,0,0.7009003,0,0,65.07144,116.4711,0,62.43931,93.97153,5.110569,-89.5664870896432,-89.5664870890438,-0.000327662723720374,2750.68156894585,2750.68156890129,0.0156567405050806,89.99967,89.99967,52776.8,0.2603315
30.1405,S,20.38037,2.841456,0,0.7009708,0,0,65.07144,116.2539,0,62.43931,93.97659,5.11139,-89.4591093196789,-89.4591093190809,-0.0003270901096329,2749.78697787265,2749.7869778281,0.0156534696040574,89.99967,89.99967,52804.3,0.260488
30.1505,S,20.39037,2.840532,0,0.7010412,0,0,65.07144,116.0373,0,62.43931,93.9817,5.112219,-89.3519540737267,-89.3519540731301,-0.000326518605886899,2748.89345835189,2748.89345830734,0.0156502044180715,89.99967,89.99967,52831.79,0.2606445
30.1605,S,20.40037,2.839609,0,0.7011114,0,0,65.07144,115.8212,0,62.43931,93.98674,5.113035,-89.2450650618604,-89.2450650612652,-0.000325948477751666,2748.00100772123,2748.00100767668,0.0156469449333668,89.99967,89.99967,52859.27,0.260801
30.1705,S,20.41037,2.838687,0,0.7011816,0,0,65.07144,115.6055,0,62.43931,93.99178,5.113852,-89.1383936069525,-89.1383936063586,-0.000325379509222203,2747.10962380508,2747.10962376054,0.0156436911383473,89.99967,89.99967,52886.74,0.2609575
30.1805,S,20.42037,2.837766,0,0.7012516,0,0,65.07144,115.3904,0,62.43931,93.99688,5.114679,-89.0319883861305,-89.031988385538,-0.000324811901145262,2746.21930394113,2746.21930389659,0.0156404430194084,89.99967,89.99967,52914.2,0.2611139
30.1905,S,20.43037,2.836847,0,0.7013215,0,0,65.07144,115.1757,0,62.43931,94.0019,5.115492,-88.9258245641252,-88.9258245635341,-0.000324245600466984,2745.33004571536,2745.33004567083,0.0156372005634762,89.99967,89.99967,52941.65,0.2612703
30.2005,S,20.44037,2.835928,0,0.7013914,0,0,65.07144,114.9616,0,62.43931,94.00699,5.116317,-88.8199230025629,-88.8199230019731,-0.000323680599608246,2744.44184650519,2744.44184646066,0.0156339637575525,89.99967,89.99967,52969.1,0.2614267
30.2105,S,20.45037,2.835011,0,0.7014611,0,0,65.07144,114.7479,0,62.43931,94.01201,5.117131,-88.7142310506726,-88.7142310500842,-0.000323116693932736,2743.55470421452,2743.55470416999,0.0156307325906854,89.99967,89.99967,52996.53,0.261583
30.2205,S,20.46037,2.834094,0,0.7015307,0,0,65.07144,114.5347,0,62.43931,94.01701,5.11794,-88.6088043394577,-88.6088043388706,-0.00032255420934273,2742.66861619093,2742.66861614641,0.0156275070486641,89.99967,89.99967,53023.96,0.2617393
30.2305,S,20.47037,2.833179,0,0.7016003,0,0,65.07144,114.3221,0,62.43931,94.02208,5.118763,-88.5036249875239,-88.5036249869382,-0.000321992990466212,2741.78357996084,2741.78357991632,0.0156242871188314,89.99967,89.99967,53051.38,0.2618955
30.2405,S,20.48037,2.832265,0,0.7016696,0,0,65.07144,114.1099,0,62.43931,94.02708,5.119573,-88.3986562386732,-88.3986562380888,-0.00032143280613994,2740.89959341821,2740.8995933737,0.0156210727908418,89.99967,89.99967,53078.79,0.2620517
30.2505,S,20.49037,2.831351,0,0.701739,0,0,65.07144,113.8982,0,62.43931,94.03214,5.120394,-88.2939437898006,-88.2939437892176,-0.000320873993634874,2740.01665400005,2740.01665395554,0.0156178640509772,89.99967,89.99967,53106.18,0.2622079
30.2605,S,20.50037,2.830439,0,0.701808,0,0,65.07144,113.687,0,62.43931,94.03713,5.121202,-88.1894926079603,-88.1894926073786,-0.000320316511265839,2739.13475909369,2739.13475904918,0.0156146608859361,89.99967,89.99967,53133.57,0.2623641
30.2705,S,20.51037,2.829528,0,0.7018772,0,0,65.07144,113.4763,0,62.43931,94.04211,5.12201,-88.0852907722228,-88.0852907716424,-0.000319760385559764,2738.25390620565,2738.25390616115,0.015611463282152,89.99967,89.99967,53160.96,0.2625202
30.2805,S,20.52037,2.828618,0,0.7019462,0,0,65.07144,113.266,0,62.43931,94.04716,5.122828,-87.9812886120496,-87.9812886114706,-0.000319205214823148,2737.3740933392,2737.3740932947,0.0156082712300751,89.99967,89.99967,53188.33,0.2626763
30.2905,S,20.53037,2.827709,0,0.702015,0,0,65.07144,113.0562,0,62.43931,94.05213,5.123633,-87.8775308309257,-87.877530830348,-0.00031865133632695,2736.49531805054,2736.49531800604,0.0156050847167831,89.99967,89.99967,53215.7,0.2628324
30.3005,S,20.54037,2.826802,0,0.7020838,0,0,65.07144,112.8469,0,62.43931,94.05716,5.124448,-87.77399060676,-87.7739906061836,-0.000318098617436522,2735.61757816409,2735.6175781196,0.0156019037306798,89.99967,89.99967,53243.05,0.2629884
30.3105,S,20.55037,2.825895,0,0.7021524,0,0,65.07144,112.6382,0,62.43931,94.06212,5.125252,-87.6707454255925,-87.6707454250174,-0.00031754741437063,2734.74087072944,2734.74087068495,0.0155987282566071,89.99967,89.99967,53270.4,0.2631445
30.3205,S,20.56038,2.824989,0,0.702221,0,0,65.07144,112.4298,0,62.43931,94.06707,5.126055,-87.5676939595249,-87.5676939589511,-0.000316997245854986,2733.86519380941,2733.86519376493,0.0155955582842194,89.99967,89.99967,53297.74,0.2633004
30.3305,S,20.57038,2.824085,0,0.7022894,0,0,65.07144,112.222,0,62.43931,94.07209,5.126868,-87.464892832971,-87.4648928323985,-0.000316448346842391,2732.99054490064,2732.99054485616,0.0155923938008217,89.99967,89.99967,53325.07,0.2634564
30.3405,S,20.58038,2.823181,0,0.7023577,0,0,65.07144,112.0146,0,62.43931,94.07703,5.127668,-87.3623082699646,-87.3623082693934,-0.000315900569539953,2732.11692183747,2732.11692179299,0.0155892347951969,89.99967,89.99967,53352.39,0.2636123
30.3505,S,20.59038,2.822279,0,0.702426,0,0,65.07144,111.8076,0,62.43931,94.08204,5.128481,-87.2599581518994,-87.2599581513296,-0.000315354016265828,2731.24432227545,2731.24432223098,0.0155860812551047,89.99967,89.99967,53379.7,0.2637681
30.3605,S,20.60038,2.821378,0,0.702494,0,0,65.07144,111.6012,0,62.43931,94.08697,5.12928,-87.1578593667588,-87.1578593661903,-0.00031480872112607,2730.37274370127,2730.3727436568,0.0155829331679638,89.99967,89.99967,53407,0.263924
30.3705,S,20.61038,2.820477,0,0.702562,0,0,65.07144,111.3953,0,62.43931,94.09197,5.130091,-87.0559999936133,-87.0559999930461,-0.000314264767491026,2729.50218372079,2729.50218367633,0.0155797905203591,89.99967,89.99967,53434.3,0.2640798
30.3805,S,20.62038,2.819578,0,0.7026299,0,0,65.07144,111.1898,0,62.43931,94.09689,5.130887,-86.9543412894431,-86.9543412888772,-0.000313721772615002,2728.63264032734,2728.63264028288,0.0155766533027031,89.99967,89.99967,53461.59,0.2642356
30.3905,S,20.63038,2.818679,0,0.7026978,0,0,65.07144,110.9847,0,62.43931,94.10181,5.131685,-86.8529289511436,-86.8529289505789,-0.000313180100295886,2727.76411105725,2727.76411101279,0.0155735215017701,89.99967,89.99967,53488.86,0.2643913
30.40051,S,20.64038,2.817782,0,0.7027654,0,0,65.07144,110.7802,0,62.43931,94.1068,5.132493,-86.7517739062329,-86.7517739056696,-0.000312639701269381,2726.89659333757,2726.89659329312,0.0155703951048273,89.99967,89.99967,53516.13,0.264547
30.41051,S,20.65038,2.816886,0,0.7028331,0,0,65.07144,110.5761,0,62.43931,94.11169,5.133287,-86.6508026423145,-86.6508026417524,-0.000312100314055755,2726.03008533052,2726.03008528607,0.0155672741017565,89.99967,89.99967,53543.39,0.2647027
30.42051,S,20.66038,2.815991,0,0.7029004,0,0,65.07144,110.3724,0,62.43931,94.11667,5.134093,-86.5500757574451,-86.5500757568843,-0.00031156223045123,2725.1645845923,2725.16458454785,0.0155641584795216,89.99967,89.99967,53570.64,0.2648584
30.43051,S,20.67038,2.815097,0,0.7029678,0,0,65.07144,110.1693,0,62.43931,94.12155,5.134885,-86.4495773570525,-86.449577356493,-0.000311025279925547,2724.30008883805,2724.30008879361,0.0155610482267919,89.99967,89.99967,53597.89,0.265014
30.44051,S,20.68038,2.814204,0,0.7030351,0,0,65.07144,109.9665,0,62.43931,94.12652,5.13569,-86.349305454315,-86.3493054537568,-0.000310489466268266,2723.43659580281,2723.43659575837,0.0155579433321986,89.99967,89.99967,53625.12,0.2651696
30.45051,S,20.69038,2.813312,0,0.7031022,0,0,65.07144,109.7643,0,62.43931,94.1314,5.136481,-86.2492749503944,-86.2492749498374,-0.000309954929693157,2722.57410307258,2722.57410302815,0.015554843782971,89.99967,89.99967,53652.35,0.2653252
30.46051,S,20.70038,2.812421,0,0.7031693,0,0,65.07144,109.5625,0,62.43931,94.13628,5.137272,-86.1494629968428,-86.1494629962871,-0.000309421514828206,2721.71260846187,2721.71260841744,0.0155517495678919,89.99967,89.99967,53679.57,0.2654807
30.47051,S,20.71038,2.811531,0,0.7032363,0,0,65.07144,109.3611,0,62.43931,94.14123,5.138074,-86.049874560714,-86.0498745601596,-0.0003088893012542,2720.8521097355,2720.85210969107,0.0155486606749484,89.99967,89.99967,53706.77,0.2656362
30.48051,S,20.72038,2.810642,0,0.7033031,0,0,65.07144,109.1603,0,62.43931,94.1461,5.138863,-85.9505136156513,-85.9505136150982,-0.000308358311708508,2719.99260461855,2719.99260457413,0.0155455770919002,89.99967,89.99967,53733.97,0.2657917
30.49051,S,20.73038,2.809754,0,0.7033698,0,0,65.07144,108.9599,0,62.43931,94.15103,5.139663,-85.8513841352976,-85.8513841347457,-0.000307828421135605,2719.13409079639,2719.13409075197,0.0155424988077576,89.99967,89.99967,53761.16,0.2659471
30.50051,S,20.74038,2.808867,0,0.7034364,0,0,65.07144,108.7599,0,62.43931,94.15589,5.14045,-85.7524612843838,-85.7524612838332,-0.000307299644693736,2718.27656620272,2718.2765661583,0.0155394258113794,89.99967,89.99967,53788.35,0.2661026
30.51051,S,20.75038,2.807982,0,0.7035029,0,0,65.07144,108.5603,0,62.43931,94.16081,5.141248,-85.6537669179466,-85.6537669173973,-0.00030677206196369,2717.42002855268,2717.42002850827,0.0155363580908283,89.99967,89.99967,53815.52,0.2662579
30.52051,S,20.76038,2.807097,0,0.7035693,0,0,65.07144,108.3612,0,62.43931,94.16566,5.142033,-85.5552771941279,-85.5552771935798,-0.000306245566837749,2716.56447579987,2716.56447575546,0.0155332956352284,89.99967,89.99967,53842.69,0.2664133
30.53051,S,20.77038,2.806213,0,0.7036357,0,0,65.07144,108.1626,0,62.43931,94.1705,5.142818,-85.4570507241628,-85.4570507236159,-0.000305720367741788,2715.70990531174,2715.70990526733,0.0155302384316193,89.99967,89.99967,53869.84,0.2665686
30.54051,S,20.78038,2.80533,0,0.7037019,0,0,65.07144,107.9645,0,62.43931,94.17542,5.143615,-85.3590318770482,-85.3590318765026,-0.000305196286566422,2714.85631501204,2714.85631496764,0.0155271864688218,89.99967,89.99967,53896.99,0.2667239
30.55051,S,20.79038,2.804448,0,0.7037679,0,0,65.07144,107.7667,0,62.43931,94.18024,5.144397,-85.2612186659628,-85.2612186654184,-0.000304673300574284,2714.00370284444,2714.00370280004,0.0155241397358842,89.99967,89.99967,53924.13,0.2668792
30.56051,S,20.80038,2.803568,0,0.7038339,0,0,65.07144,107.5695,0,62.43931,94.18514,5.145191,-85.1636518207479,-85.1636518202048,-0.000304151576506073,2713.15206634527,2713.15206630087,0.0155210982201871,89.99967,89.99967,53951.27,0.2670344
30.57051,S,20.81038,2.802688,0,0.7038997,0,0,65.07144,107.3725,0,62.43931,94.18996,5.145971,-85.066252861953,-85.0662528614111,-0.000303630617929253,2712.30140383566,2712.30140379127,0.0155180619140757,89.99967,89.99967,53978.39,0.2671897
30.58051,S,20.82038,2.80181,0,0.7039655,0,0,65.07144,107.1762,0,62.43931,94.19485,5.146764,-84.9691062294932,-84.9691062289525,-0.000303111152439602,2711.45171279236,2711.45171274797,0.0155150308026191,89.99967,89.99967,54005.5,0.2673448
30.59051,S,20.83038,2.800931,0,0.7040312,0,0,65.07144,106.9802,0,62.43931,94.19965,5.147543,-84.8721801342239,-84.8721801336845,-0.000302592736658443,2710.60299100999,2710.6029909656,0.0155120048753202,89.99967,89.99967,54032.61,0.2674999
30.60051,S,20.84038,2.800055,0,0.7040967,0,0,65.07144,106.7847,0,62.43931,94.20454,5.148335,-84.7754706025023,-84.7754706019641,-0.000302075457745686,2709.75523632291,2709.75523627853,0.0155089841208103,89.99967,89.99967,54059.7,0.267655
30.61051,S,20.85038,2.799179,0,0.7041622,0,0,65.07144,106.5897,0,62.43931,94.20934,5.149112,-84.678999489365,-84.6789994888281,-0.000301559410440366,2708.90844634695,2708.90844630257,0.0155059685267733,89.99967,89.99967,54086.79,0.2678101
30.62051,S,20.86038,2.798304,0,0.7042276,0,0,65.07144,106.395,0,62.43931,94.21413,5.14989,-84.5827151374522,-84.5827151369165,-0.000301044318104503,2708.06261921448,2708.06261917011,0.0155029580836595,89.99967,89.99967,54113.88,0.2679651
30.63051,S,20.87038,2.797431,0,0.7042927,0,0,65.07144,106.2007,0,62.43931,94.21899,5.150677,-84.4866076126563,-84.4866076121218,-0.00030053015421117,2707.21775315724,2707.21775311287,0.0154999527821846,89.99967,89.99967,54140.95,0.2681201
30.64051,S,20.88038,2.796558,0,0.7043579,0,0,65.07144,106.007,0,62.43931,94.22378,5.151453,-84.3907851967509,-84.3907851962176,-0.000300017498563251,2706.37384532414,2706.37384527977,0.015496952607266,89.99967,89.99967,54168.01,0.2682751
30.65051,S,20.89038,2.795686,0,0.704423,0,0,65.07144,105.8137,0,62.43931,94.22864,5.152241,-84.2951624564099,-84.2951624558778,-0.000299505831990842,2705.53089371842,2705.53089367405,0.015493957549013,89.99967,89.99967,54195.06,0.26843
30.66051,S,20.90038,2.794816,0,0.7044878,0,0,65.07144,105.6208,0,62.43931,94.2334,5.153012,-84.1997493257411,-84.1997493252102,-0.000298995271970344,2704.68889624398,2704.68889619962,0.0154909675963601,89.99967,89.99967,54222.11,0.2685849
30.67051,S,20.91038,2.793946,0,0.7045527,0,0,65.07144,105.4283,0,62.43931,94.23825,5.153799,-84.1045467981552,-84.1045467976255,-0.00029848582229132,2703.8478507948,2703.84785075044,0.0154879827382039,89.99967,89.99967,54249.15,0.2687398
30.68051,S,20.92038,2.793077,0,0.7046174,0,0,65.07144,105.2362,0,62.43931,94.24302,5.154572,-84.0095270581506,-84.0095270576222,-0.000297977297265264,2703.007755543,2703.00775549864,0.0154850029652978,89.99967,89.99967,54276.18,0.2688947
30.69051,S,20.93038,2.792209,0,0.704682,0,0,65.07144,105.0446,0,62.43931,94.24786,5.155355,-83.914743749909,-83.9147437493818,-0.000297470007636205,2702.16860812425,2702.1686080799,0.0154820282652879,89.99967,89.99967,54303.2,0.2690495
30.70051,S,20.94038,2.791342,0,0.7047465,0,0,65.07144,104.8534,0,62.43931,94.25261,5.156126,-83.8201839590904,-83.8201839585644,-0.000296963847296426,2701.3304063034,2701.33040625905,0.0154790586268813,89.99967,89.99967,54330.21,0.2692043
30.71051,S,20.95038,2.790476,0,0.704811,0,0,65.07144,104.6627,0,62.43931,94.25742,5.156906,-83.7258367581761,-83.7258367576513,-0.000296458918564083,2700.49314795454,2700.49314791019,0.0154760940377619,89.99967,89.99967,54357.22,0.2693591
30.72051,S,20.96038,2.789611,0,0.7048752,0,0,65.07144,104.4724,0,62.43931,94.26218,5.157677,-83.631682278951,-83.6316822784273,-0.00029595480837699,2699.65683115044,2699.6568311061,0.0154731344897443,89.99967,89.99967,54384.21,0.2695138
30.73051,S,20.97038,2.788747,0,0.7049394,0,0,65.07144,104.2824,0,62.43931,94.26691,5.158444,-83.5377334357549,-83.5377334352324,-0.000295451986640754,2698.82145383476,2698.82145379042,0.0154701799699439,89.99967,89.99967,54411.2,0.2696685
30.74051,S,20.98038,2.787885,0,0.7050035,0,0,65.07144,104.0929,0,62.43931,94.27172,5.159224,-83.4440031429279,-83.4440031424066,-0.000294950097136607,2697.98701382199,2697.98701377765,0.0154672304690385,89.99967,89.99967,54438.18,0.2698232
30.75051,S,20.99039,2.787023,0,0.7050675,0,0,65.07144,103.9039,0,62.43931,94.27644,5.159989,-83.3505003411669,-83.3505003406468,-0.00029444950366244,2697.1535088372,2697.15350879287,0.0154642859740677,89.99967,89.99967,54465.16,0.2699778
30.76051,S,21.00039,2.786162,0,0.7051312,0,0,65.07144,103.7152,0,62.43931,94.28125,5.160768,-83.2571415839672,-83.2571415834483,-0.000293949588519752,2696.32093743998,2696.32093739565,0.0154613464782482,89.99967,89.99967,54492.12,0.2701324
30.77051,S,21.01039,2.785302,0,0.7051951,0,0,65.07144,103.527,0,62.43931,94.28596,5.161531,-83.1640580015505,-83.1640580010328,-0.000293451128568621,2695.48929687856,2695.48929683423,0.0154584119670281,89.99967,89.99967,54519.07,0.270287
30.78051,S,21.02039,2.784442,0,0.7052588,0,0,65.07144,103.3392,0,62.43931,94.29076,5.16231,-83.0711562133044,-83.0711562127878,-0.000292953597060018,2694.65858533499,2694.65858529067,0.015455482431123,89.99967,89.99967,54546.02,0.2704416
30.79051,S,21.03039,2.783584,0,0.7053224,0,0,65.07144,103.1518,0,62.43931,94.29547,5.163073,-82.9784570808551,-82.9784570803397,-0.000292457081153854,2693.82880078273,2693.82880073841,0.0154525578603768,89.99967,89.99967,54572.96,0.2705961
30.80051,S,21.04039,2.782727,0,0.7053857,0,0,65.07144,102.9648,0,62.43931,94.30025,5.163847,-82.8859725251317,-82.8859725246175,-0.000291961793065566,2692.99994107601,2692.99994103169,0.0154496382425114,89.99967,89.99967,54599.89,0.2707506
30.81051,S,21.05039,2.781871,0,0.7054492,0,0,65.07144,102.7783,0,62.43931,94.30494,5.164607,-82.7936906252051,-82.7936906246921,-0.000291467497842349,2692.17200418826,2692.17200414395,0.0154467235675981,89.99967,89.99967,54626.81,0.2709051
30.82051,S,21.06039,2.781016,0,0.7055123,0,0,65.07144,102.5921,0,62.43931,94.30971,5.16538,-82.7016014469677,-82.7016014464558,-0.000290974195484203,2691.34498819228,2691.34498814797,0.0154438138257083,89.99966,89.99966,54653.72,0.2710596
30.83051,S,21.07039,2.780161,0,0.7055755,0,0,65.07144,102.4064,0,62.43931,94.31441,5.166142,-82.6097318125099,-82.6097318119992,-0.000290482101996126,2690.51889089262,2690.51889084831,0.0154409090047533,89.99966,89.99966,54680.63,0.271214
30.84052,S,21.08039,2.779308,0,0.7056385,0,0,65.07144,102.221,0,62.43931,94.31917,5.166914,-82.5180390051691,-82.5180390046595,-0.00028999080052637,2689.69371052101,2689.69371047671,0.0154380090968129,89.99966,89.99966,54707.53,0.2713684
30.85052,S,21.09039,2.778455,0,0.7057015,0,0,65.07144,102.0361,0,62.43931,94.32384,5.167671,-82.4265607745542,-82.4265607740458,-0.000289500700347558,2688.86944493169,2688.86944488739,0.0154351140898741,89.99966,89.99966,54734.42,0.2715228
30.86052,S,21.10039,2.777604,0,0.7057642,0,0,65.07144,101.8516,0,62.43931,94.32852,5.168429,-82.3352802326822,-82.335280232175,-0.000289011593033819,2688.04609214777,2688.04609210347,0.0154322239740084,89.99966,89.99966,54761.3,0.2716772
30.87052,S,21.11039,2.776754,0,0.7058269,0,0,65.07144,101.6675,0,62.43931,94.33327,5.169199,-82.244215260947,-82.2442152604409,-0.000288523580903307,2687.22365001355,2687.22364996925,0.0154293387382639,89.99966,89.99966,54788.17,0.2718315
30.88052,S,21.12039,2.775904,0,0.7058896,0,0,65.07144,101.4838,0,62.43931,94.33794,5.169955,-82.153376786867,-82.1533767863621,-0.000288036815538477,2686.40211626404,2686.40211621975,0.0154264583701729,89.99966,89.99966,54815.03,0.2719858
30.89052,S,21.13039,2.775055,0,0.7059521,0,0,65.07144,101.3006,0,62.43931,94.34267,5.170723,-82.0627131530823,-82.0627131525785,-0.000287550989984859,2685.58148915086,2685.58148910657,0.0154235828603373,89.99966,89.99966,54841.89,0.27214
30.90052,S,21.14039,2.774208,0,0.7060145,0,0,65.07144,101.1176,0,62.43931,94.34732,5.171476,-81.9722313134682,-81.9722313129656,-0.000287065986766053,2684.76176685605,2684.76176681176,0.0154207122005338,89.99966,89.99966,54868.73,0.2722943
30.91052,S,21.15039,2.773361,0,0.7060769,0,0,65.07144,100.9352,0,62.43931,94.35205,5.172243,-81.8820018001893,-81.8820017996878,-0.000286582416001435,2683.94294685635,2683.94294681207,0.0154178463764378,89.99966,89.99966,54895.57,0.2724485
30.92052,S,21.16039,2.772515,0,0.706139,0,0,65.07144,100.7531,0,62.43931,94.3567,5.172996,-81.7919193117041,-81.7919193112037,-0.000286099485672683,2683.12502768152,2683.12502763724,0.015414985381645,89.99966,89.99966,54922.41,0.2726026
30.93052,S,21.17039,2.77167,0,0.7062011,0,0,65.07144,100.5714,0,62.43931,94.36141,5.17376,-81.7020285514972,-81.702028550998,-0.00028561768463321,2682.30800741427,2682.30800736999,0.0154121292048625,89.99966,89.99966,54949.23,0.2727568
30.94052,S,21.18039,2.770826,0,0.7062631,0,0,65.07144,100.3901,0,62.43931,94.36605,5.174512,-81.6123533614271,-81.612353360929,-0.000285136899196178,2681.4918838989,2681.49188385462,0.0154092778359343,89.99966,89.99966,54976.05,0.2729109
30.95052,S,21.19039,2.769983,0,0.7063251,0,0,65.07144,100.2093,0,62.43931,94.37075,5.175273,-81.5228748666892,-81.5228748661922,-0.000284657148309392,2680.67665516845,2680.67665512418,0.0154064312645148,89.99966,89.99966,55002.86,0.2730649
30.96052,S,21.20039,2.769141,0,0.7063868,0,0,65.07144,100.0288,0,62.43931,94.37537,5.176023,-81.4335960475158,-81.4335960470199,-0.000284178416814607,2679.86231922618,2679.86231918191,0.0154035894804102,89.99966,89.99966,55029.65,0.273219
30.97052,S,21.21039,2.7683,0,0.7064485,0,0,65.07144,99.84873,0,62.43931,94.38007,5.176785,-81.3445387589436,-81.3445387584489,-0.000283700909348136,2679.04887385678,2679.04887381251,0.0154007524713801,89.99966,89.99966,55056.44,0.273373
