Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
30.98052,S,21.22039,2.767459,0,0.7065101,0,0,65.07144,99.66901,0,62.43931,94.3847,5.177534,-81.2556284951652,-81.2556284946716,-0.000283224114319197,2678.23631758999,2678.23631754573,0.0153979202303002,89.99966,89.99966,55083.22,0.273527
30.99052,S,21.23039,2.76662,0,0.7065715,0,0,65.07144,99.48973,0,62.43931,94.38938,5.178293,-81.1669417488097,-81.1669417483172,-0.000282748516791642,2677.42464819065,2677.42464814639,0.0153950927451955,89.99966,89.99966,55110,0.273681
31.00052,S,21.24039,2.765782,0,0.7066329,0,0,65.07144,99.3108,0,62.43931,94.39399,5.17904,-81.078427855928,-81.0784278554366,-0.000282273806021441,2676.61386393022,2676.61386388596,0.0153922700071984,89.99966,89.99966,55136.76,0.2738349
31.01052,S,21.25039,2.764944,0,0.7066941,0,0,65.07144,99.13232,0,62.43931,94.39867,5.179798,-80.9901434409338,-80.9901434404435,-0.000281800315489992,2675.80396251392,2675.80396246966,0.0153894520041065,89.99966,89.99966,55163.52,0.2739888
31.02052,S,21.26039,2.764107,0,0.7067553,0,0,65.07144,98.95422,0,62.43931,94.40327,5.180544,-80.9020288991809,-80.9020288986918,-0.000281327624555986,2674.99494224301,2674.99494219876,0.0153866387279238,89.99966,89.99966,55190.27,0.2741427
31.03052,S,21.27039,2.763272,0,0.7068163,0,0,65.07144,98.77647,0,62.43931,94.40793,5.181299,-80.8141060857064,-80.8141060852184,-0.000280856013646963,2674.18680120022,2674.18680115597,0.0153838301678501,89.99966,89.99966,55217.01,0.2742965
31.04052,S,21.28039,2.762437,0,0.7068773,0,0,65.07144,98.59916,0,62.43931,94.41253,5.182045,-80.7263889082609,-80.726388907774,-0.000280385444867309,2673.37953732919,2673.37953728494,0.0153810263134641,89.99966,89.99966,55243.75,0.2744503
31.05052,S,21.29039,2.761603,0,0.7069381,0,0,65.07144,98.4222,0,62.43931,94.41719,5.1828,-80.6388545183969,-80.6388545179111,-0.000279915804530184,2672.57314880202,2672.57314875778,0.0153782271554814,89.99966,89.99966,55270.47,0.2746041
31.06052,S,21.30039,2.76077,0,0.7069989,0,0,65.07144,98.24567,0,62.43931,94.42177,5.183542,-80.5515217909189,-80.5515217904342,-0.000279447202532866,2671.76763360212,2671.76763355788,0.0153754326835185,89.99966,89.99966,55297.19,0.2747579
31.07052,S,21.31039,2.759938,0,0.7070594,0,0,65.07144,98.06941,0,62.43931,94.42641,5.184295,-80.4643360882346,-80.464336087751,-0.000278979377395624,2670.96299025923,2670.96299021499,0.0153726428898069,89.99966,89.99966,55323.9,0.2749116
31.08052,S,21.32039,2.759107,0,0.7071201,0,0,65.07144,97.89363,0,62.43931,94.43098,5.185036,-80.377378870027,-80.3773788695445,-0.000278512749759765,2670.1592164885,2670.15921644426,0.0153698577623716,89.99966,89.99966,55350.61,0.2750654
31.09052,S,21.33039,2.758276,0,0.7071804,0,0,65.07144,97.71819,0,62.43931,94.43555,5.185777,-80.2905815909532,-80.2905815904718,-0.000278046952037841,2669.35631069053,2669.3563106463,0.0153670772929134,89.99966,89.99966,55377.3,0.2752191
31.10052,S,21.34039,2.757447,0,0.7072408,0,0,65.07144,97.54319,0,62.43931,94.44019,5.186529,-80.2040147831776,-80.2040147826973,-0.000277582344238178,2668.55427056063,2668.5542705164,0.0153643014695331,89.99966,89.99966,55403.98,0.2753727
31.11052,S,21.35039,2.756618,0,0.707301,0,0,65.07144,97.36859,0,62.43931,94.44475,5.187267,-80.1176486443774,-80.1176486438981,-0.000277118793726129,2667.7530940921,2667.75309404787,0.0153615302816578,89.99966,89.99966,55430.66,0.2755263
31.12052,S,21.36039,2.755791,0,0.7073611,0,0,65.07144,97.19428,0,62.43931,94.44937,5.188016,-80.0314205896738,-80.0314205891956,-0.000276655887439509,2666.9527799041,2666.95277985987,0.0153587637228452,89.99966,89.99966,55457.33,0.2756799
31.13052,S,21.37039,2.754964,0,0.7074212,0,0,65.07144,97.02043,0,62.43931,94.45393,5.188754,-79.9454071116963,-79.9454071112192,-0.000276194220339448,2666.15332585085,2666.15332580663,0.0153560017807035,89.99966,89.99966,55483.99,0.2758335
31.14052,S,21.38039,2.754138,0,0.7074811,0,0,65.07144,96.84689,0,62.43931,94.45854,5.189502,-79.8595595333171,-79.8595595328411,-0.000275733364205513,2665.35473027337,2665.35473022915,0.0153532444471231,89.99966,89.99966,55510.64,0.2759871
31.15052,S,21.39039,2.753313,0,0.7075409,0,0,65.07144,96.67381,0,62.43931,94.46308,5.190238,-79.7739344789501,-79.7739344784752,-0.000275273701783402,2664.55699094642,2664.5569909022,0.0153504917101668,89.99966,89.99966,55537.29,0.2761406
31.16052,S,21.40039,2.752489,0,0.7076006,0,0,65.07144,96.50101,0,62.43931,94.46769,5.190985,-79.6884544625552,-79.6884544620814,-0.000274814702534525,2663.7601064196,2663.76010637539,0.0153477435632029,89.99966,89.99966,55563.92,0.2762941
31.17052,S,21.41039,2.751666,0,0.7076601,0,0,65.07144,96.32865,0,62.43931,94.47221,5.191718,-79.6031830624218,-79.603183061949,-0.000274356870470542,2662.96407460677,2662.96407456256,0.0153449999945595,89.99966,89.99966,55590.55,0.2764475
31.18052,S,21.42039,2.750844,0,0.7077196,0,0,65.07144,96.15664,0,62.43931,94.47681,5.192462,-79.5180894828159,-79.5180894823442,-0.000273899921374351,2662.16889372972,2662.16889368551,0.015342260995407,89.99966,89.99966,55617.17,0.2766009
31.19052,S,21.4304,2.750022,0,0.707779,0,0,65.07144,95.98502,0,62.43931,94.48133,5.193196,-79.4331876314884,-79.4331876310177,-0.000273443980301477,2661.37456187116,2661.37456182695,0.0153395265556651,89.99966,89.99966,55643.79,0.2767543
31.20052,S,21.4404,2.749202,0,0.7078384,0,0,65.07144,95.81377,0,62.43931,94.48592,5.19394,-79.3484814820822,-79.3484814816126,-0.000272989001777185,2660.58107707407,2660.58107702987,0.0153367966657083,89.99966,89.99966,55670.39,0.2769077
31.21052,S,21.4504,2.748382,0,0.7078976,0,0,65.07144,95.64288,0,62.43931,94.49043,5.194671,-79.2639362652204,-79.2639362647519,-0.000272534906220685,2659.78843772914,2659.78843768494,0.015334071316707,89.99966,89.99966,55696.99,0.2770611
31.22052,S,21.4604,2.747563,0,0.7079566,0,0,65.07144,95.47235,0,62.43931,94.49502,5.195414,-79.1795748293509,-79.1795748288834,-0.000272081807318818,2658.99664199855,2658.99664195435,0.0153313504986946,89.99966,89.99966,55723.58,0.2772144
31.23052,S,21.4704,2.746745,0,0.7080156,0,0,65.07144,95.30222,0,62.43931,94.49952,5.196144,-79.0954100888135,-79.0954100883471,-0.000271629674755093,2658.20568791535,2658.20568787115,0.0153286342020078,89.99966,89.99966,55750.16,0.2773677
31.24052,S,21.4804,2.745928,0,0.7080745,0,0,65.07144,95.13242,0,62.43931,94.5041,5.196886,-79.0114112478745,-79.0114112474091,-0.000271178406211354,2657.41557382053,2657.41557377634,0.0153259224180063,89.99966,89.99966,55776.73,0.277521
31.25052,S,21.4904,2.745112,0,0.7081333,0,0,65.07144,94.96303,0,62.43931,94.50859,5.197614,-78.9275991681599,-78.9275991676956,-0.000270728206323914,2656.62629784649,2656.6262978023,0.0153232151360036,89.99966,89.99966,55803.3,0.2776743
31.26052,S,21.5004,2.744297,0,0.7081919,0,0,65.07144,94.79399,0,62.43931,94.51315,5.198352,-78.8439788167236,-78.8439788162604,-0.000270278908352073,2655.83785807595,2655.83785803176,0.0153205123469805,89.99966,89.99966,55829.86,0.2778275
31.27052,S,21.5104,2.743483,0,0.7082504,0,0,65.07144,94.6253,0,62.43931,94.51762,5.199078,-78.7605283385288,-78.7605283380666,-0.000269830470610656,2655.05025281017,2655.05025276598,0.0153178140423347,89.99966,89.99966,55856.41,0.2779807
31.28053,S,21.5204,2.742669,0,0.7083089,0,0,65.07144,94.45699,0,62.43931,94.52218,5.199816,-78.6772606479154,-78.6772606474542,-0.000269382995417821,2654.26348022127,2654.26348017709,0.0153151202124407,89.99966,89.99966,55882.95,0.2781338
31.29053,S,21.5304,2.741856,0,0.7083673,0,0,65.07144,94.28901,0,62.43931,94.52666,5.200543,-78.5941628305434,-78.5941628300832,-0.000268936403192778,2653.47753861054,2653.47753856636,0.0153124308484689,89.99966,89.99966,55909.49,0.2782869
31.30053,S,21.5404,2.741044,0,0.7084256,0,0,65.07144,94.12142,0,62.43931,94.5312,5.201278,-78.511250780985,-78.5112507805259,-0.000268490845517982,2652.69242612028,2652.6924260761,0.0153097459400737,89.99966,89.99966,55936.02,0.2784401
31.31053,S,21.5504,2.740233,0,0.7084837,0,0,65.07144,93.95414,0,62.43931,94.53567,5.202003,-78.4284976771496,-78.4284976766916,-0.000268046102598874,2651.90814116104,2651.90814111686,0.0153070654791076,89.99966,89.99966,55962.54,0.2785932
31.32053,S,21.5604,2.739423,0,0.7085418,0,0,65.07144,93.78728,0,62.43931,94.54021,5.202738,-78.3459382884141,-78.3459382879571,-0.000267602314649225,2651.12468179566,2651.12468175149,0.0153043894560209,89.99966,89.99966,55989.05,0.2787462
31.33053,S,21.5704,2.738614,0,0.7085996,0,0,65.07144,93.62075,0,62.43931,94.54465,5.203459,-78.263557713617,-78.263557713161,-0.000267159489248156,2650.34204623602,2650.34204619185,0.0153017178611881,89.99966,89.99966,56015.55,0.2788993
31.34053,S,21.5804,2.737805,0,0.7086576,0,0,65.07144,93.45464,0,62.43931,94.5492,5.204196,-78.1813827748489,-78.1813827743939,-0.000266717690818211,2649.56023242575,2649.56023238158,0.0152990506843395,89.99966,89.99966,56042.05,0.2790523
31.35053,S,21.5904,2.736998,0,0.7087153,0,0,65.07144,93.28883,0,62.43931,94.55363,5.204915,-78.0993558542852,-78.0993558538313,-0.000266276703354393,2648.77923888467,2648.7792388405,0.0152963879173655,89.99966,89.99966,56068.54,0.2792052
31.36053,S,21.6004,2.736191,0,0.7087729,0,0,65.07144,93.12336,0,62.43931,94.55817,5.205649,-78.0174839058015,-78.0174839053486,-0.00026583651927758,2647.99906406304,2647.99906401888,0.0152937295522321,89.99966,89.99966,56095.02,0.2793582
31.37053,S,21.6104,2.735385,0,0.7088304,0,0,65.07144,92.9583,0,62.43931,94.56268,5.20638,-77.9358354747407,-77.9358354742888,-0.000265397509964783,2647.21970572572,2647.21970568156,0.0152910755771918,89.99966,89.99966,56121.49,0.2795111
31.38053,S,21.6204,2.73458,0,0.7088879,0,0,65.07144,92.79353,0,62.43931,94.56711,5.207098,-77.8543201607228,-77.8543201602719,-0.000264959110771362,2646.44116254152,2646.44116249736,0.0152884259861433,89.99966,89.99966,56147.95,0.279664
31.39053,S,21.6304,2.733776,0,0.7089452,0,0,65.07144,92.6292,0,62.43931,94.57162,5.207829,-77.7730194234309,-77.7730194229811,-0.000264521916658448,2645.66343236467,2645.66343232051,0.0152857807670358,89.99966,89.99966,56174.41,0.2798169
31.40053,S,21.6404,2.732972,0,0.7090025,0,0,65.07144,92.46518,0,62.43931,94.57604,5.208546,-77.6918736582189,-77.6918736577701,-0.00026408550319517,2644.88651364546,2644.8865136013,0.0152831399120629,89.99966,89.99966,56200.86,0.2799697
31.41053,S,21.6504,2.73217,0,0.7090596,0,0,65.07144,92.30148,0,62.43931,94.58054,5.209274,-77.6108937926053,-77.6108937921575,-0.000263649957541439,2644.11040472488,2644.11040468073,0.0152805034125464,89.99966,89.99966,56227.3,0.2801225
31.42053,S,21.6604,2.731368,0,0.7091166,0,0,65.07144,92.13816,0,62.43931,94.58496,5.209991,-77.5300887672869,-77.5300887668401,-0.00026321537443629,2643.33510385454,2643.33510381039,0.0152778712588609,89.99966,89.99966,56253.73,0.2802753
31.43053,S,21.6704,2.730567,0,0.7091736,0,0,65.07144,91.97523,0,62.43931,94.58945,5.210719,-77.4494794438899,-77.4494794434441,-0.000262781700825862,2642.56060907742,2642.56060903327,0.0152752434419114,89.99966,89.99966,56280.16,0.2804281
31.44053,S,21.6804,2.729767,0,0.7092304,0,0,65.07144,91.81255,0,62.43931,94.59386,5.211433,-77.3690052243574,-77.3690052239126,-0.000262348724494722,2641.78691904247,2641.78691899832,0.0152726199547251,89.99966,89.99966,56306.58,0.2805808
31.45053,S,21.6904,2.728968,0,0.7092871,0,0,65.07144,91.65024,0,62.43931,94.59834,5.212159,-77.2886969044232,-77.2886969039794,-0.000261916718291285,2641.0140320907,2641.01403204656,0.0152700007876007,89.99966,89.99966,56332.99,0.2807336
31.46053,S,21.7004,2.728169,0,0.7093437,0,0,65.07144,91.4883,0,62.43931,94.60274,5.212873,-77.2085852798212,-77.2085852793784,-0.000261485659478183,2640.24194625516,2640.24194621102,0.0152673859310644,89.99966,89.99966,56359.39,0.2808862
31.47053,S,21.7104,2.727372,0,0.7094002,0,0,65.07144,91.32675,0,62.43931,94.6072,5.213596,-77.128650482336,-77.1286504818942,-0.000261055589740592,2639.47065976758,2639.47065972344,0.0152647753752253,89.99966,89.99966,56385.79,0.2810389
31.48053,S,21.7204,2.726575,0,0.7094566,0,0,65.07144,91.16552,0,62.43931,94.6116,5.214308,-77.0488905251461,-77.0488905247053,-0.000260626399181232,2638.70017087955,2638.70017083541,0.0152621691112917,89.99966,89.99966,56412.17,0.2811915
31.49053,S,21.7304,2.725779,0,0.7095129,0,0,65.07144,91.00465,0,62.43931,94.61606,5.215032,-76.9693034214298,-76.96930342099,-0.000260198095379227,2637.93047786254,2637.9304778184,0.0152595671303961,89.99966,89.99966,56438.55,0.2813441
31.50053,S,21.7404,2.724984,0,0.7095691,0,0,65.07144,90.84409,0,62.43931,94.62044,5.215742,-76.8898673161504,-76.8898673157116,-0.000259770511593876,2637.16157920656,2637.16157916243,0.0152569694253382,89.99966,89.99966,56464.92,0.2814967
31.51053,S,21.7504,2.72419,0,0.7096252,0,0,65.07144,90.68386,0,62.43931,94.62489,5.216464,-76.8105990972908,-76.810599096853,-0.000259343913094474,2636.39347323276,2636.39347318863,0.0152543759862652,89.99966,89.99966,56491.29,0.2816493
31.52053,S,21.7604,2.723397,0,0.7096812,0,0,65.07144,90.52395,0,62.43931,94.62926,5.217172,-76.7314848571004,-76.7314848566636,-0.000258918019453482,2635.62615840134,2635.62615835721,0.0152517868061285,89.99966,89.99966,56517.64,0.2818018
31.53053,S,21.7704,2.722604,0,0.7097371,0,0,65.07144,90.36446,0,62.43931,94.63371,5.217893,-76.6525732727068,-76.6525732722709,-0.000258493220995718,2634.85963268575,2634.85963264162,0.0152492018739763,89.99966,89.99966,56543.99,0.2819543
31.54053,S,21.7804,2.721812,0,0.709793,0,0,65.07144,90.20528,0,62.43931,94.63807,5.218599,-76.5738295747329,-76.573829574298,-0.000258069324453553,2634.09389440712,2634.09389436299,0.0152466211807894,89.99966,89.99966,56570.33,0.2821068
31.55053,S,21.7904,2.721021,0,0.7098486,0,0,65.07144,90.04642,0,62.43931,94.64251,5.219319,-76.4952219740344,-76.4952219736005,-0.000257646147928043,2633.32894220447,2633.32894216035,0.0152440447193677,89.99966,89.99966,56596.66,0.2822592
31.56053,S,21.8004,2.720231,0,0.7099041,0,0,65.07144,89.88791,0,62.43931,94.64687,5.220026,-76.4168041147926,-76.4168041143597,-0.000257223907424184,2632.56477418041,2632.56477413629,0.015241472480351,89.99966,89.99966,56622.98,0.2824117
31.57053,S,21.8104,2.719441,0,0.7099597,0,0,65.07144,89.72979,0,62.43931,94.6513,5.220743,-76.3385730167754,-76.3385730163434,-0.000256802701470572,2631.80138846731,2631.80138842319,0.0152389044533937,89.99966,89.99966,56649.3,0.2825641
31.58053,S,21.8204,2.718653,0,0.7100151,0,0,65.07144,89.57191,0,62.43931,94.65565,5.221448,-76.2604611280503,-76.2604611276193,-0.000256382014686864,2631.03878387308,2631.03878382896,0.0152363406333041,89.99966,89.99966,56675.61,0.2827165
31.59053,S,21.8304,2.717865,0,0.7100704,0,0,65.07144,89.41442,0,62.43931,94.66006,5.222164,-76.1825469280682,-76.1825469276382,-0.000255962453402875,2630.27695842082,2630.27695837671,0.0152337810088273,89.99966,89.99966,56701.91,0.2828688
31.60053,S,21.8404,2.717078,0,0.7101255,0,0,65.07144,89.25722,0,62.43931,94.66449,5.222881,-76.1047688253613,-76.1047688249323,-0.000255543581819049,2629.51591074958,2629.51591070547,0.0152312255730662,89.99966,89.99966,56728.21,0.2830211
31.61053,S,21.8504,2.716292,0,0.7101806,0,0,65.07144,89.10039,0,62.43931,94.66882,5.223582,-76.0271854311651,-76.027185430737,-0.000255125668994244,2628.75563891227,2628.75563886816,0.0152286743164333,89.99966,89.99966,56754.5,0.2831734
31.62053,S,21.8604,2.715507,0,0.7102355,0,0,65.07144,88.94387,0,62.43931,94.67323,5.224297,-75.9497450881195,-75.9497450876924,-0.000254708502713022,2627.99614147837,2627.99614143426,0.0152261272314631,89.99966,89.99966,56780.78,0.2833257
31.63053,S,21.87041,2.714722,0,0.7102905,0,0,65.07144,88.78767,0,62.43931,94.67756,5.224999,-75.8724636907969,-75.8724636903708,-0.000254292196662226,2627.23741685843,2627.23741681432,0.0152235843095533,89.99966,89.99966,56807.05,0.2834779
31.64053,S,21.88041,2.713938,0,0.7103453,0,0,65.07144,88.63184,0,62.43931,94.68196,5.225713,-75.795355146948,-75.7953551465228,-0.000253876788737467,2626.4794633239,2626.4794632798,0.0152210455417227,89.99966,89.99966,56833.32,0.2836302
31.65053,S,21.89041,2.713155,0,0.7103999,0,0,65.07144,88.4763,0,62.43931,94.68627,5.226411,-75.7184105158759,-75.7184105154517,-0.000253462271359624,2625.72227923567,2625.72227919157,0.0152185109190658,89.99966,89.99966,56859.58,0.2837824
31.66053,S,21.90041,2.712373,0,0.7104545,0,0,65.07144,88.32112,0,62.43931,94.69067,5.227124,-75.6416417185098,-75.6416417180865,-0.00025304859905396,2624.9658628354,2624.9658627913,0.0152159804331318,89.99966,89.99966,56885.83,0.2839345
31.67053,S,21.91041,2.711592,0,0.7105089,0,0,65.07144,88.16626,0,62.43931,94.69497,5.227821,-75.5650179591159,-75.5650179586936,-0.0002526357301353,2624.2102126727,2624.2102126286,0.0152134540758869,89.99966,89.99966,56912.07,0.2840867
31.68053,S,21.92041,2.710811,0,0.7105633,0,0,65.07144,88.01172,0,62.43931,94.69936,5.228532,-75.4885610927312,-75.4885610923098,-0.000252223675972329,2623.45532707865,2623.45532703455,0.0152109318391836,89.99966,89.99966,56938.3,0.2842388
31.69053,S,21.93041,2.710031,0,0.7106175,0,0,65.07144,87.85752,0,62.43931,94.70365,5.229228,-75.4122661523016,-75.4122661518812,-0.000251812523724958,2622.70120443398,2622.70120438989,0.0152084137140026,89.99966,89.99966,56964.53,0.2843909
31.70053,S,21.94041,2.709252,0,0.7106718,0,0,65.07144,87.70364,0,62.43931,94.70804,5.229939,-75.336139098292,-75.3361390978725,-0.000251402208970643,2621.94784305984,2621.94784301575,0.0152058996919691,89.99966,89.99966,56990.75,0.284543
31.71054,S,21.95041,2.708474,0,0.7107258,0,0,65.07144,87.5501,0,62.43931,94.71232,5.230633,-75.2601670163622,-75.2601670159437,-0.000250992720340701,2621.1952414065,2621.19524136241,0.0152033897648218,89.99966,89.99966,57016.96,0.284695
31.72054,S,21.96041,2.707697,0,0.7107798,0,0,65.07144,87.39684,0,62.43931,94.7167,5.231343,-75.1843399724047,-75.1843399719871,-0.000250584000991711,2620.44339802359,2620.4433979795,0.0152008839248679,89.99966,89.99966,57043.16,0.2848471
31.73054,S,21.97041,2.70692,0,0.7108335,0,0,65.07144,87.24396,0,62.43931,94.72098,5.232037,-75.108701676493,-75.1087016760764,-0.000250176285876477,2619.69231102362,2619.69231097953,0.0151983821620651,89.99966,89.99966,57069.36,0.284999
31.74054,S,21.98041,2.706144,0,0.7108873,0,0,65.07144,87.09141,0,62.43931,94.72533,5.232743,-75.0332233197152,-75.0332233192995,-0.000249769321094388,2618.9419788072,2618.94197876311,0.01519588446891,89.99966,89.99966,57095.55,0.285151
31.75054,S,21.99041,2.705369,0,0.710941,0,0,65.07144,86.93909,0,62.43931,94.72969,5.233449,-74.9578611919974,-74.9578611915826,-0.000249363008116851,2618.19240021203,2618.19240016795,0.0151933908388846,89.99966,89.99966,57121.73,0.2853029
31.76054,S,22.00041,2.704595,0,0.7109945,0,0,65.07144,86.78714,0,62.43931,94.73396,5.234141,-74.88268085845,-74.8826808580362,-0.000248957623581842,2617.44357342019,2617.44357337611,0.0151909012627044,89.99966,89.99966,57147.91,0.2854549
31.77054,S,22.01041,2.703821,0,0.7110481,0,0,65.07144,86.63551,0,62.43931,94.73831,5.234846,-74.8076644376795,-74.8076644372666,-0.000248553087908574,2616.69549679254,2616.69549674846,0.0151884157318809,89.99966,89.99966,57174.07,0.2856068
31.78054,S,22.02041,2.703048,0,0.7111013,0,0,65.07144,86.48426,0,62.43931,94.74258,5.235537,-74.7328218637936,-74.7328218633816,-0.00024814949583608,2615.94816859061,2615.94816854653,0.015185934236978,89.99966,89.99966,57200.23,0.2857586
31.79054,S,22.03041,2.702276,0,0.7111546,0,0,65.07144,86.33323,0,62.43931,94.74691,5.236239,-74.6580984991998,-74.6580984987887,-0.000247746513882962,2615.20158762231,2615.20158757823,0.0151834567718945,89.99966,89.99966,57226.39,0.2859105
31.80054,S,22.04041,2.701505,0,0.7112077,0,0,65.07144,86.18253,0,62.43931,94.75117,5.236929,-74.5835410342044,-74.5835410337942,-0.000247344407318514,2614.45575222863,2614.45575218456,0.0151809833278766,89.99966,89.99966,57252.53,0.2860623
